"Produto_Comprado","Id_Cliente"
"waffles","375"
"hygiene articles","375"
"whole milk","376"
"frozen dessert","376"
"salty snack","376"
"napkins","376"
"tropical fruit","377"
"butter milk","377"
"rolls/buns","377"
"bottled water","377"
"bottled water","378"
"butter milk","379"
"yogurt","379"
"newspapers","380"
"coffee","381"
"bottled beer","382"
"liquor","382"
"onions","383"
"butter","383"
"whipped/sour cream","383"
"hard cheese","383"
"frozen vegetables","383"
"pasta","383"
"specialty fat","383"
"syrup","383"
"candy","383"
"napkins","383"
"cling film/bags","383"
"hamburger meat","384"
"hard cheese","384"
"frozen meals","384"
"pasta","384"
"dog food","384"
"salty snack","384"
"shopping bags","384"
"sausage","385"
"liver loaf","385"
"other vegetables","385"
"cream cheese","385"
"pastry","385"
"soap","385"
"shopping bags","385"
"hard cheese","386"
"pastry","386"
"napkins","386"
"sausage","387"
"tropical fruit","387"
"condensed milk","387"
"rolls/buns","387"
"hamburger meat","388"
"onions","389"
"whole milk","389"
"beverages","389"
"frozen dessert","389"
"coffee","390"
"shopping bags","391"
"yogurt","392"
"rolls/buns","392"
"pastry","392"
"bottled water","392"
"soda","392"
"shopping bags","392"
"soda","393"
"sliced cheese","394"
"sausage","395"
"whole milk","395"
"coffee","395"
"yogurt","396"
"chocolate","396"
"domestic eggs","397"
"rolls/buns","397"
"dish cleaner","397"
"hygiene articles","397"
"whole milk","398"
"meat","399"
"other vegetables","399"
"whole milk","399"
"whipped/sour cream","399"
"dish cleaner","400"
"bathroom cleaner","400"
"hygiene articles","400"
"napkins","400"
"other vegetables","401"
"red/blush wine","401"
"whole milk","402"
"butter milk","402"
"yogurt","402"
"sliced cheese","402"
"rolls/buns","402"
"sweet spreads","402"
"coffee","402"
"fruit/vegetable juice","402"
"long life bakery product","402"
"shopping bags","402"
"other vegetables","403"
"whole milk","403"
"rolls/buns","403"
"Instant food products","403"
"tropical fruit","404"
"other vegetables","404"
"baking powder","405"
"bottled water","405"
"salty snack","405"
"chewing gum","405"
"specialty bar","406"
"ice cream","407"
"frankfurter","408"
"yogurt","408"
"canned beer","409"
"bottled water","410"
"other vegetables","411"
"whole milk","411"
"rolls/buns","411"
"margarine","411"
"bottled water","411"
"bottled beer","411"
"citrus fruit","412"
"tropical fruit","412"
"onions","412"
"other vegetables","412"
"shopping bags","412"
"sausage","413"
"ham","413"
"hamburger meat","413"
"whole milk","413"
"soda","413"
"softener","413"
"newspapers","413"
"domestic eggs","414"
"rolls/buns","414"
"specialty bar","414"
"napkins","414"
"pork","415"
"citrus fruit","415"
"tropical fruit","415"
"root vegetables","415"
"other vegetables","415"
"curd","415"
"hygiene articles","415"
"specialty cheese","416"
"frozen vegetables","416"
"coffee","416"
"soda","416"
"fruit/vegetable juice","416"
"salty snack","416"
"pork","417"
"citrus fruit","417"
"pip fruit","417"
"yogurt","417"
"fruit/vegetable juice","417"
"sparkling wine","417"
"beef","418"
"berries","418"
"whipped/sour cream","418"
"domestic eggs","418"
"rolls/buns","418"
"other vegetables","419"
"pet care","419"
"chicken","420"
"yogurt","420"
"sliced cheese","420"
"rolls/buns","420"
"chewing gum","420"
"dishes","420"
"soda","421"
"chewing gum","421"
"whole milk","422"
"rolls/buns","423"
"bottled beer","424"
"root vegetables","425"
"pastry","425"
"bottled water","425"
"male cosmetics","425"
"pastry","426"
"berries","427"
"pet care","427"
"cake bar","427"
"shopping bags","427"
"citrus fruit","428"
"tropical fruit","428"
"root vegetables","428"
"yogurt","428"
"canned vegetables","428"
"bottled water","428"
"soda","428"
"softener","428"
"whole milk","429"
"oil","429"
"canned fruit","429"
"fruit/vegetable juice","429"
"soda","430"
"misc. beverages","430"
"bottled water","431"
"soda","431"
"tropical fruit","432"
"other vegetables","432"
"rolls/buns","432"
"salty snack","433"
"bottled water","434"
"canned beer","434"
"chocolate","435"
"citrus fruit","436"
"UHT-milk","436"
"cream cheese","436"
"frozen vegetables","436"
"bottled water","437"
"canned beer","437"
"male cosmetics","437"
"onions","438"
"other vegetables","438"
"pastry","438"
"bottled water","438"
"soda","438"
"napkins","438"
"dessert","439"
"oil","439"
"cat food","439"
"soda","439"
"beef","440"
"other vegetables","440"
"whole milk","440"
"frozen potato products","440"
"rolls/buns","440"
"oil","440"
"margarine","440"
"coffee","440"
"dental care","440"
"hygiene articles","440"
"newspapers","440"
"rolls/buns","441"
"zwieback","441"
"bottled water","441"
"misc. beverages","441"
"bottled beer","441"
"canned beer","441"
"brandy","441"
"beef","442"
"tropical fruit","442"
"root vegetables","442"
"onions","442"
"other vegetables","442"
"instant coffee","442"
"soda","442"
"soda","443"
"coffee","444"
"hygiene articles","444"
"rolls/buns","445"
"brown bread","445"
"bottled water","445"
"pork","446"
"beef","446"
"hamburger meat","446"
"other vegetables","446"
"whole milk","446"
"frozen vegetables","446"
"rolls/buns","446"
"margarine","446"
"shopping bags","446"
"soda","447"
"canned beer","447"
"liquor (appetizer)","447"
"hygiene articles","447"
"napkins","447"
"newspapers","447"
"sausage","448"
"ham","448"
"other vegetables","448"
"ice cream","448"
"white bread","448"
"beef","449"
"root vegetables","449"
"other vegetables","449"
"rolls/buns","449"
"sugar","449"
"whole milk","450"
"butter","450"
"bottled water","450"
"bottled beer","450"
"pork","451"
"ice cream","451"
"hygiene articles","451"
"house keeping products","451"
"berries","452"
"packaged fruit/vegetables","452"
"whole milk","452"
"ice cream","452"
"fruit/vegetable juice","452"
"salty snack","452"
"specialty bar","452"
"sausage","453"
"other vegetables","453"
"curd","453"
"yogurt","453"
"whipped/sour cream","453"
"frozen vegetables","453"
"rolls/buns","453"
"roll products","453"
"bottled water","454"
"misc. beverages","454"
"cling film/bags","454"
"tropical fruit","455"
"other vegetables","455"
"packaged fruit/vegetables","455"
"whole milk","455"
"hard cheese","455"
"frozen dessert","455"
"rice","455"
"bottled water","455"
"herbs","456"
"bottled water","456"
"yogurt","457"
"rolls/buns","457"
"Instant food products","458"
"specialty chocolate","459"
"coffee","460"
"bottled beer","461"
"liquor","461"
"beef","462"
"root vegetables","462"
"whole milk","463"
"honey","463"
"waffles","463"
"frankfurter","464"
"rolls/buns","464"
"pastry","464"
"snack products","464"
"specialty bar","464"
"frankfurter","465"
"sausage","465"
"liver loaf","465"
"root vegetables","465"
"curd","465"
"frozen vegetables","465"
"rolls/buns","465"
"semi-finished bread","465"
"hygiene articles","465"
"photo/film","465"
"other vegetables","466"
"whole milk","466"
"cream cheese","466"
"frankfurter","467"
"root vegetables","467"
"pickled vegetables","467"
"soda","467"
"seasonal products","467"
"whole milk","468"
"rolls/buns","468"
"newspapers","468"
"frankfurter","469"
"margarine","469"
"dental care","469"
"other vegetables","470"
"salty snack","470"
"bottled water","471"
"shopping bags","471"
"pork","472"
"onions","472"
"whole milk","472"
"butter","472"
"rolls/buns","472"
"pastry","472"
"rum","472"
"hygiene articles","472"
"bottled water","473"
"other vegetables","474"
"whipped/sour cream","474"
"specialty cheese","474"
"domestic eggs","474"
"hamburger meat","475"
"whole milk","475"
"curd","475"
"pasta","475"
"canned beer","475"
"hamburger meat","476"
"citrus fruit","476"
"other vegetables","476"
"shopping bags","477"
"whole milk","478"
"cream cheese","478"
"soda","478"
"fruit/vegetable juice","478"
"ice cream","479"
"pastry","480"
"bottled water","480"
"ham","481"
"pip fruit","481"
"whole milk","481"
"curd","481"
"dessert","481"
"butter milk","481"
"whipped/sour cream","481"
"sliced cheese","481"
"cream cheese","481"
"white bread","481"
"coffee","481"
"long life bakery product","481"
"chocolate","481"
"baby cosmetics","481"
"frankfurter","482"
"soda","482"
"sausage","483"
"turkey","483"
"beef","483"
"root vegetables","483"
"domestic eggs","483"
"rolls/buns","483"
"flour","483"
"rice","483"
"organic products","483"
"misc. beverages","483"
"napkins","483"
"bottled beer","484"
"bottled water","485"
"bottled beer","485"
"napkins","485"
"meat","486"
"other vegetables","486"
"hard cheese","486"
"frozen meals","486"
"bottled water","486"
"soda","486"
"dessert","487"
"candy","487"
"other vegetables","488"
"packaged fruit/vegetables","488"
"UHT-milk","488"
"bottled water","488"
"beverages","489"
"rolls/buns","489"
"soda","489"
"ham","490"
"mustard","490"
"canned fish","490"
"specialty bar","491"
"brown bread","492"
"soda","492"
"salty snack","492"
"shopping bags","492"
"whole milk","493"
"cream cheese","493"
"coffee","493"
"rolls/buns","494"
"pastry","494"
"red/blush wine","494"
"bottled beer","495"
"nut snack","495"
"pet care","496"
"bottled beer","496"
"citrus fruit","497"
"other vegetables","497"
"soda","497"
"pork","498"
"other vegetables","498"
"frozen vegetables","498"
"hygiene articles","498"
"other vegetables","499"
"shopping bags","499"
"white wine","500"
"detergent","500"
"whole milk","501"
"dessert","501"
"bottled water","501"
"pip fruit","502"
"white wine","502"
"shopping bags","502"
"sugar","503"
"soda","503"
"bottled beer","503"
"tropical fruit","504"
"pip fruit","504"
"rolls/buns","504"
"coffee","504"
"fruit/vegetable juice","504"
"candy","504"
"root vegetables","505"
"cream cheese","505"
"spread cheese","505"
"frozen dessert","505"
"white bread","505"
"bottled water","505"
"soda","505"
"misc. beverages","505"
"fruit/vegetable juice","505"
"bottled beer","505"
"soda","506"
"misc. beverages","506"
"whole milk","507"
"curd","507"
"tropical fruit","508"
"other vegetables","508"
"yogurt","508"
"bottled water","508"
"male cosmetics","508"
"white bread","509"
"brown bread","509"
"brown bread","510"
"sugar","510"
"hygiene articles","510"
"tropical fruit","511"
"root vegetables","511"
"coffee","511"
"bottled water","511"
"red/blush wine","511"
"candy","511"
"house keeping products","511"
"shopping bags","511"
"domestic eggs","512"
"coffee","513"
"detergent","513"
"hygiene articles","513"
"photo/film","513"
"soda","514"
"whole milk","515"
"bottled beer","516"
"pork","517"
"beef","517"
"berries","517"
"packaged fruit/vegetables","517"
"whole milk","517"
"mayonnaise","517"
"frozen fish","517"
"frozen potato products","517"
"oil","517"
"mustard","517"
"cat food","517"
"coffee","517"
"soda","517"
"chocolate","517"
"dish cleaner","517"
"napkins","517"
"newspapers","517"
"other vegetables","518"
"yogurt","518"
"yogurt","519"
"bottled water","519"
"dishes","519"
"sparkling wine","520"
"bottled water","521"
"candy","521"
"citrus fruit","522"
"berries","522"
"other vegetables","522"
"butter milk","522"
"sugar","522"
"fruit/vegetable juice","522"
"hygiene articles","522"
"hamburger meat","523"
"root vegetables","523"
"other vegetables","523"
"whole milk","523"
"rolls/buns","523"
"packaged fruit/vegetables","524"
"seasonal products","524"
"other vegetables","525"
"margarine","525"
"soda","526"
"whole milk","527"
"yogurt","527"
"frozen potato products","527"
"margarine","527"
"bottled water","527"
"fruit/vegetable juice","527"
"salty snack","527"
"herbs","528"
"yogurt","528"
"citrus fruit","529"
"spread cheese","529"
"rolls/buns","529"
"soda","529"
"misc. beverages","530"
"female sanitary products","531"
"soda","532"
"tropical fruit","533"
"whole milk","533"
"beverages","533"
"white bread","533"
"pasta","533"
"shopping bags","533"
"soda","534"
"female sanitary products","534"
"white bread","535"
"bottled water","535"
"soda","535"
"waffles","535"
"coffee","536"
"chewing gum","536"
"chocolate marshmallow","536"
"tropical fruit","537"
"root vegetables","537"
"whole milk","537"
"frozen vegetables","537"
"honey","537"
"baking powder","537"
"coffee","537"
"red/blush wine","537"
"chocolate marshmallow","537"
"pork","538"
"pip fruit","538"
"whole milk","538"
"butter milk","538"
"citrus fruit","539"
"bottled water","539"
"frankfurter","540"
"frankfurter","541"
"rolls/buns","541"
"frankfurter","542"
"tropical fruit","542"
"pip fruit","542"
"curd","542"
"UHT-milk","542"
"hard cheese","542"
"domestic eggs","542"
"rolls/buns","542"
"hygiene articles","542"
"napkins","542"
"shopping bags","542"
"other vegetables","543"
"yogurt","544"
"fruit/vegetable juice","544"
"newspapers","544"
"sausage","545"
"whole milk","545"
"yogurt","545"
"brown bread","545"
"cereals","545"
"bottled water","545"
"soda","545"
"whole milk","546"
"pip fruit","547"
"whole milk","547"
"curd","547"
"pastry","547"
"bottled water","547"
"whole milk","548"
"root vegetables","549"
"other vegetables","549"
"onions","550"
"fruit/vegetable juice","550"
"specialty chocolate","551"
"hamburger meat","552"
"domestic eggs","552"
"photo/film","553"
"rolls/buns","554"
"soda","554"
"snack products","554"
"newspapers","554"
"canned beer","555"
"canned beer","556"
"other vegetables","557"
"curd","557"
"frozen meals","557"
"frozen potato products","557"
"soda","557"
"bottled beer","557"
"kitchen towels","557"
"candles","557"
"canned beer","558"
"curd","559"
"whipped/sour cream","559"
"rolls/buns","559"
"zwieback","559"
"spices","559"
"butter","560"
"fruit/vegetable juice","560"
"newspapers","560"
"other vegetables","561"
"whole milk","561"
"yogurt","561"
"domestic eggs","561"
"bottled water","561"
"soda","561"
"whole milk","562"
"beef","563"
"tropical fruit","563"
"herbs","563"
"whole milk","563"
"curd","563"
"yogurt","563"
"whipped/sour cream","563"
"sliced cheese","563"
"sausage","564"
"rolls/buns","564"
"soda","565"
"fruit/vegetable juice","566"
"long life bakery product","566"
"rolls/buns","567"
"coffee","567"
"long life bakery product","567"
"detergent","567"
"shopping bags","567"
"pip fruit","568"
"whole milk","568"
"bottled water","568"
"candy","568"
"frozen vegetables","569"
"bottled beer","569"
"liquor (appetizer)","569"
"chewing gum","569"
"napkins","569"
"newspapers","569"
"beverages","570"
"hamburger meat","571"
"root vegetables","571"
"other vegetables","571"
"domestic eggs","571"
"roll products","571"
"oil","571"
"margarine","571"
"hygiene articles","571"
"root vegetables","572"
"other vegetables","572"
"whole milk","572"
"yogurt","572"
"fruit/vegetable juice","572"
"white wine","572"
"canned beer","573"
"frozen vegetables","574"
"bottled beer","574"
"canned beer","575"
"newspapers","576"
"rolls/buns","577"
"hamburger meat","578"
"UHT-milk","578"
"salty snack","578"
"pip fruit","579"
"whole milk","579"
"curd","579"
"rum","579"
"canned beer","580"
"grapes","581"
"root vegetables","581"
"frozen vegetables","581"
"domestic eggs","581"
"white wine","581"
"root vegetables","582"
"packaged fruit/vegetables","582"
"butter","582"
"whipped/sour cream","582"
"rolls/buns","582"
"citrus fruit","583"
"frozen vegetables","583"
"rolls/buns","583"
"canned beer","583"
"salty snack","583"
"cling film/bags","584"
"potted plants","584"
"frankfurter","585"
"whole milk","585"
"rolls/buns","585"
"margarine","585"
"baking powder","585"
"bottled beer","585"
"whole milk","586"
"red/blush wine","586"
"pork","587"
"tropical fruit","587"
"whole milk","587"
"curd","587"
"yogurt","587"
"hard cheese","587"
"frozen meals","587"
"frozen dessert","587"
"domestic eggs","587"
"cereals","587"
"baking powder","587"
"fruit/vegetable juice","587"
"soap","587"
"chicken","588"
"pastry","588"
"sausage","589"
"dish cleaner","589"
"dishes","589"
"specialty bar","590"
"whipped/sour cream","591"
"pastry","591"
"specialty bar","591"
"root vegetables","592"
"brown bread","592"
"rolls/buns","593"
"soda","593"
"other vegetables","594"
"bottled beer","594"
"red/blush wine","594"
"citrus fruit","595"
"tropical fruit","595"
"berries","595"
"root vegetables","595"
"other vegetables","595"
"whole milk","595"
"butter","595"
"bottled water","595"
"rubbing alcohol","595"
"hygiene articles","595"
"napkins","595"
"whole milk","596"
"processed cheese","596"
"brown bread","596"
"pastry","596"
"soda","596"
"frankfurter","597"
"sausage","597"
"tropical fruit","597"
"root vegetables","597"
"whole milk","597"
"yogurt","597"
"rolls/buns","597"
"pastry","597"
"candy","597"
"coffee","598"
"long life bakery product","598"
"ham","599"
"rolls/buns","599"
"white wine","599"
"canned beer","600"
"canned beer","601"
"canned beer","602"
"pip fruit","603"
"whole milk","603"
"canned fish","603"
"pork","604"
"pip fruit","604"
"other vegetables","604"
"whole milk","604"
"curd","604"
